izip_2016,presvote16post_2016,ft_black_2016,ft_white_2016,ft_hisp_2016,ft_asian_2016,ft_muslim_2016,ft_jew_2016,ft_christ_2016,ft_fem_2016,ft_immig_2016,ft_blm_2016,ft_wallst_2016,ft_gays_2016,ft_unions_2016,ft_police_2016,ft_altright_2016,accurately_counted2_2016,alcohol_2016,smoke100_2016,pid7_2016,ideo5_2016,pew_religimp_2016,starttime_2016,endtime_2016
94952,Hillary Clinton,95,94,90,90,89,94,50,100,89,79,21,99,78,89,2,Not too confident,No,Yes,Not very strong Democrat,Moderate,Not too important,29nov2016 22:59:43,29nov2016 23:28:24
85298,Donald Trump,97,99,100,100,75,97,100,52,97,29,75,84,48,97,51,Very confident,Yes,No,Strong Republican,Conservative,Very important,29nov2016 15:41:28,29nov2016 18:58:28
54904,Hillary Clinton,77,83,77,90,51,75,50,69,75,89,25,50,99,94,0,Not too confident,No,No,Lean Democrat,Moderate,Not at all important,29nov2016 16:08:39,29nov2016 16:32:43
74104,Gary Johnson,99,51,100,99,50,99,40,50,89,40,30,80,99,99,11,Somewhat confident,No,No,Lean Democrat,Moderate,Not too important,14dec2016 18:46:33,14dec2016 19:11:20
78253,Donald Trump,91,75,90,93,65,95,91,36,90,2,30,70,30,96,1,Very confident,Yes,Yes,Strong Republican,Conservative,Very important,01dec2016 10:17:47,01dec2016 10:59:48
94954,Hillary Clinton,100,97,98,98,99,100,26,100,100,100,NA,100,100,52,NA,Not too confident,Yes,No,Strong Democrat,Very liberal,Not at all important,29nov2016 15:30:37,29nov2016 15:50:15
40601,Hillary Clinton,100,99,95,93,90,100,100,88,91,100,37,90,91,44,4,Very confident,Yes,Yes,Strong Democrat,Moderate,Very important,30nov2016 05:50:01,30nov2016 08:46:00
53142,Donald Trump,20,60,6,31,1,50,80,50,1,1,2,0,1,80,1,Very confident,No,Yes,Strong Republican,Conservative,Somewhat important,29nov2016 18:58:36,29nov2016 19:35:57
94707,Hillary Clinton,100,100,100,100,100,100,67,100,100,100,25,100,78,78,NA,Very confident,Yes,No,Strong Democrat,Liberal,Not at all important,21dec2016 13:20:32,21dec2016 13:36:12
5733,Hillary Clinton,55,52,80,53,76,49,52,97,84,80,2,63,89,51,0,Not too confident,Yes,Yes,Strong Democrat,Liberal,Not at all important,29nov2016 22:27:57,29nov2016 22:42:00
15001,Hillary Clinton,91,85,82,80,84,90,83,89,76,88,0,91,84,89,0,Somewhat confident,No,Yes,Strong Democrat,Very liberal,Not at all important,01dec2016 06:30:02,01dec2016 06:52:33
32145,Hillary Clinton,62,49,66,61,54,56,46,88,NA,70,28,76,24,98,0,Somewhat confident,Yes,Yes,Strong Democrat,Moderate,Somewhat important,29nov2016 15:47:57,29nov2016 16:15:56
98229,Donald Trump,55,59,53,50,27,50,50,17,52,6,53,51,26,100,79,Somewhat confident,No,No,Strong Republican,Conservative,Somewhat important,01dec2016 14:14:05,01dec2016 14:34:32
98387,Hillary Clinton,90,90,90,90,90,90,25,91,90,90,25,90,90,NA,1,Not too confident,Yes,No,Strong Democrat,Very liberal,Somewhat important,29nov2016 15:32:45,29nov2016 15:54:45
68526,Hillary Clinton,69,51,61,96,60,97,39,99,69,90,31,67,88,88,3,Somewhat confident,Yes,No,Lean Democrat,Liberal,Not too important,29nov2016 19:31:57,29nov2016 20:01:34
98023,Hillary Clinton,51,50,50,50,50,50,10,59,89,54,6,95,87,78,3,Not too confident,Yes,No,Lean Democrat,Moderate,Very important,29nov2016 17:18:02,29nov2016 17:37:35
94402,Hillary Clinton,93,99,97,98,87,97,52,80,98,98,31,99,97,89,1,Not at all confident,Yes,No,Not very strong Democrat,Moderate,Not at all important,29nov2016 17:34:49,29nov2016 17:51:03
37135,Donald Trump,4,99,80,81,6,91,97,28,50,3,78,1,53,100,NA,Not too confident,Yes,Yes,Strong Republican,Conservative,Somewhat important,29nov2016 20:37:53,29nov2016 20:51:53
1035,Hillary Clinton,91,90,90,90,90,91,90,90,89,91,40,90,89,79,20,Very confident,No,Yes,Lean Democrat,Liberal,Not too important,30nov2016 06:42:30,30nov2016 07:09:15
89183,Hillary Clinton,56,76,40,79,39,89,40,31,79,1,50,41,10,95,NA,Very confident,Yes,Yes,Not very strong Democrat,Moderate,Not at all important,29nov2016 16:20:03,29nov2016 16:39:07
18353,Donald Trump,19,78,47,68,5,84,61,3,61,0,24,8,31,45,74,Somewhat confident,No,No,Not very strong Republican,Conservative,Not too important,29nov2016 16:10:09,29nov2016 16:23:40
20782,Hillary Clinton,72,92,97,92,91,94,82,95,97,55,30,92,93,97,79,Not too confident,No,No,Strong Democrat,Moderate,Very important,29nov2016 15:54:35,29nov2016 16:15:53
94118,Donald Trump,26,60,51,50,31,31,52,30,10,7,11,50,30,30,100,Not too confident,Yes,No,Not very strong Republican,Conservative,Somewhat important,29nov2016 21:51:33,29nov2016 22:03:49
90254,Other,95,95,95,99,50,90,95,20,80,20,50,95,21,95,NA,Very confident,Yes,No,Independent,Moderate,Very important,29nov2016 18:00:35,29nov2016 18:16:25
92782,Donald Trump,77,87,76,87,77,75,84,12,68,6,15,69,11,90,9,Not too confident,Yes,No,Lean Republican,Moderate,Somewhat important,29nov2016 16:22:57,29nov2016 16:44:12
91364,Donald Trump,82,81,90,91,81,91,91,NA,80,NA,42,92,61,91,51,Somewhat confident,No,No,Independent,Moderate,Somewhat important,29nov2016 15:27:26,29nov2016 15:47:00
80023,Gary Johnson,90,90,90,90,70,90,90,70,90,60,25,90,40,80,41,Very confident,No,Yes,Independent,Moderate,Not too important,30nov2016 05:32:42,30nov2016 05:52:55
74802,Hillary Clinton,81,90,90,83,80,100,90,97,95,71,15,99,87,90,6,Somewhat confident,Yes,No,Independent,Moderate,Somewhat important,05dec2016 15:05:07,05dec2016 15:22:28
85283,Donald Trump,82,87,77,87,21,82,82,31,61,0,NA,82,26,86,31,Somewhat confident,Yes,Yes,Strong Republican,Conservative,Very important,08dec2016 17:23:53,08dec2016 17:50:29
85254,Hillary Clinton,100,91,100,92,75,100,89,61,70,60,41,91,70,82,50,Somewhat confident,No,No,Lean Democrat,Moderate,Somewhat important,08dec2016 18:13:52,08dec2016 18:50:01
85050,Hillary Clinton,100,44,99,99,100,100,100,79,100,3,8,100,47,99,33,Very confident,No,No,Not very strong Republican,Conservative,Very important,29nov2016 15:28:29,29nov2016 15:43:58
85326,Donald Trump,51,74,41,50,9,70,76,10,20,1,1,50,10,50,50,Somewhat confident,Yes,Yes,Not very strong Republican,Conservative,Very important,29nov2016 17:28:22,29nov2016 17:53:12
85375,Donald Trump,25,100,56,100,0,100,100,8,0,0,8,3,24,100,100,Somewhat confident,Yes,No,Strong Republican,Conservative,Very important,29nov2016 19:17:56,29nov2016 19:37:00
85020,Donald Trump,100,98,27,96,89,100,99,95,35,46,54,96,36,89,51,Very confident,No,No,Strong Republican,Conservative,Very important,29nov2016 16:05:03,29nov2016 16:37:09
85213,Hillary Clinton,67,50,66,62,60,60,44,44,80,40,39,50,40,78,25,Somewhat confident,Yes,No,Not very strong Democrat,Moderate,Not at all important,12dec2016 13:12:25,12dec2016 13:54:26
85254,Donald Trump,74,84,66,85,52,64,73,22,74,23,69,69,26,94,23,Very confident,Yes,Yes,Strong Republican,Conservative,Somewhat important,29nov2016 15:30:15,29nov2016 17:07:16
85226,Donald Trump,59,92,69,55,50,64,91,40,26,10,52,9,21,90,5,Somewhat confident,No,Yes,Strong Republican,Conservative,Very important,08dec2016 09:32:27,08dec2016 10:10:28
85028,Donald Trump,19,85,41,80,25,58,92,12,15,2,21,20,15,81,11,Somewhat confident,Yes,No,Not very strong Republican,Moderate,Very important,29nov2016 17:21:34,29nov2016 17:48:06
85375,Hillary Clinton,64,56,70,67,61,60,51,68,62,63,50,60,68,47,3,Not too confident,No,Yes,Not very strong Democrat,Moderate,Not at all important,18dec2016 10:29:41,18dec2016 10:53:30
80634,Hillary Clinton,87,76,87,91,88,89,49,96,95,90,7,93,91,79,1,Not at all confident,No,No,Strong Democrat,Very liberal,Not at all important,05dec2016 10:29:19,05dec2016 10:46:22
85013,Hillary Clinton,52,91,80,80,51,83,51,52,88,51,6,95,11,75,0,Not too confident,No,Yes,Strong Democrat,Moderate,Not at all important,29nov2016 15:55:50,29nov2016 16:17:00
85022,Donald Trump,50,50,50,50,20,50,50,10,50,2,50,50,2,90,1,Somewhat confident,Yes,No,Not very strong Republican,Conservative,Very important,07dec2016 13:55:52,07dec2016 14:47:06
85029,Donald Trump,91,90,90,90,11,90,100,20,37,20,50,20,6,95,50,Somewhat confident,No,No,Strong Republican,Very conservative,Very important,29nov2016 16:58:00,29nov2016 17:22:44
72758,Donald Trump,50,76,78,79,3,76,99,1,52,0,29,33,0,100,NA,Somewhat confident,Yes,Yes,Lean Republican,Very conservative,Very important,29nov2016 15:46:56,29nov2016 16:09:16
85086,Donald Trump,0,95,10,80,0,95,80,0,10,0,0,0,0,31,100,Somewhat confident,No,No,Not very strong Republican,Conservative,Not too important,29nov2016 19:38:00,29nov2016 20:00:38
39702,Donald Trump,11,52,18,10,9,29,67,69,8,18,12,17,40,81,34,Somewhat confident,No,No,Not very strong Republican,Conservative,Very important,29nov2016 15:45:21,29nov2016 15:55:25
11103,Hillary Clinton,100,55,59,51,79,100,31,81,59,50,12,69,85,46,4,Not too confident,Yes,Yes,Strong Democrat,Liberal,Not at all important,22dec2016 09:17:49,22dec2016 13:15:09
76112,Hillary Clinton,100,22,78,71,56,54,77,49,52,55,27,51,48,13,2,Not too confident,Yes,Yes,Strong Democrat,Moderate,Very important,07dec2016 16:47:26,07dec2016 17:15:42
60477,Donald Trump,NA,100,99,100,75,100,99,15,99,2,50,93,21,99,NA,Somewhat confident,No,Yes,Lean Republican,Very conservative,Very important,30nov2016 19:17:50,30nov2016 20:16:32
97034,Donald Trump,76,79,76,75,24,79,90,25,75,10,24,28,51,82,52,Very confident,Yes,No,Strong Republican,Very conservative,Somewhat important,29nov2016 16:57:51,29nov2016 17:24:58
91786,Hillary Clinton,100,86,100,100,81,100,100,100,80,97,28,100,88,99,4,Somewhat confident,No,Yes,Strong Democrat,Liberal,Not too important,18dec2016 16:34:45,18dec2016 16:53:56
31404,Hillary Clinton,99,100,97,100,99,99,2,100,99,78,2,100,100,100,0,Not at all confident,Yes,Yes,Strong Democrat,Very liberal,Not at all important,07dec2016 14:44:06,07dec2016 15:12:46
85745,Hillary Clinton,89,70,90,90,60,90,7,90,90,90,11,95,90,50,0,Not at all confident,Yes,Yes,Strong Democrat,Moderate,Not at all important,29nov2016 21:33:23,29nov2016 21:54:42
98499,Donald Trump,71,83,70,81,50,69,89,51,66,10,44,20,69,88,79,Somewhat confident,Yes,No,Lean Republican,Conservative,Somewhat important,29nov2016 15:39:22,29nov2016 16:37:09
89074,Donald Trump,50,70,50,70,20,70,100,NA,50,NA,59,50,NA,99,NA,Somewhat confident,Yes,No,Strong Republican,Conservative,Very important,29nov2016 18:59:39,29nov2016 19:21:32
61924,Donald Trump,100,100,100,100,75,100,100,53,95,16,4,100,100,100,18,Very confident,Yes,No,Lean Republican,Moderate,Very important,05dec2016 06:28:27,05dec2016 07:33:38
94566,Hillary Clinton,86,75,85,86,85,86,64,80,75,76,45,85,81,47,1,Very confident,No,Yes,Strong Democrat,Very liberal,Not at all important,29nov2016 15:33:50,29nov2016 15:59:23
92064,Hillary Clinton,75,75,50,50,50,75,10,50,50,26,10,50,10,90,0,Somewhat confident,No,No,Not very strong Democrat,Moderate,Not at all important,30nov2016 06:08:28,30nov2016 06:21:26
98105,Hillary Clinton,94,50,80,82,42,98,47,57,76,20,12,88,77,77,6,Somewhat confident,Yes,No,Strong Democrat,Liberal,Very important,07dec2016 17:13:18,07dec2016 17:30:44
23185,Hillary Clinton,100,62,77,60,46,77,91,80,50,90,50,64,70,47,0,Somewhat confident,Yes,Yes,Independent,Moderate,Very important,29nov2016 15:47:18,29nov2016 16:09:14
87113,Hillary Clinton,63,59,61,68,62,61,50,63,62,61,40,66,71,50,0,Very confident,Yes,No,Strong Democrat,Liberal,Not at all important,29nov2016 15:27:26,29nov2016 15:43:46
80260,Hillary Clinton,91,91,91,91,91,91,91,91,91,91,3,91,53,91,2,Not too confident,Yes,No,Independent,Moderate,Very important,01dec2016 10:06:13,01dec2016 10:22:54
3743,Donald Trump,80,95,51,75,24,83,72,4,80,6,94,75,6,99,66,Somewhat confident,Yes,No,Strong Republican,Conservative,Not at all important,29nov2016 20:57:08,29nov2016 21:08:55
93110,Donald Trump,50,51,50,70,50,50,91,1,51,0,39,28,1,81,NA,Somewhat confident,Yes,Yes,Not very strong Republican,Conservative,Very important,29nov2016 15:29:47,29nov2016 15:48:10
94070,Hillary Clinton,90,85,90,75,75,99,75,90,90,46,10,95,75,70,1,Very confident,Yes,No,Strong Democrat,Liberal,Not too important,07dec2016 15:30:38,07dec2016 15:46:00
44281,Hillary Clinton,93,53,78,91,52,88,84,84,78,90,37,81,72,65,19,Somewhat confident,No,No,Strong Democrat,Liberal,Very important,30nov2016 03:24:09,30nov2016 03:53:27
1879,Hillary Clinton,60,91,55,62,42,91,96,57,51,12,52,46,55,95,28,Somewhat confident,Yes,Yes,Independent,Moderate,Somewhat important,30nov2016 01:22:27,30nov2016 01:39:59
92128,Hillary Clinton,100,100,100,100,57,100,60,100,64,62,NA,100,100,100,NA,Somewhat confident,Yes,No,Independent,Moderate,Not at all important,30nov2016 05:49:50,30nov2016 13:00:50
85119,Hillary Clinton,87,61,76,78,52,76,33,83,77,78,4,87,91,59,2,Not at all confident,Yes,Yes,Lean Democrat,Liberal,Not at all important,12dec2016 12:59:33,12dec2016 13:38:22
33544,Hillary Clinton,79,63,100,91,95,78,13,99,52,100,15,78,100,73,0,Not too confident,Yes,Yes,Lean Democrat,Liberal,Not at all important,29nov2016 15:37:24,29nov2016 16:16:45
92234,Hillary Clinton,75,20,70,60,70,60,11,70,70,70,3,70,80,50,1,Somewhat confident,Yes,Yes,Lean Democrat,Very liberal,Not at all important,02dec2016 18:24:14,02dec2016 18:44:38
94114,Hillary Clinton,90,60,100,100,75,100,10,100,100,100,10,100,100,50,0,Not too confident,No,No,Strong Democrat,Liberal,Not at all important,29nov2016 15:48:55,29nov2016 16:42:15
19149,Hillary Clinton,50,48,50,50,50,51,50,75,50,75,NA,50,80,50,NA,Somewhat confident,Yes,Yes,Independent,Very liberal,Very important,30nov2016 08:35:45,30nov2016 10:37:48
8876,Donald Trump,4,51,21,8,NA,20,31,NA,NA,NA,NA,35,NA,90,NA,Not too confident,Yes,Yes,Lean Republican,Moderate,Somewhat important,29nov2016 16:14:33,29nov2016 16:39:47
98445,Donald Trump,80,80,80,80,51,80,80,41,50,1,51,32,61,100,31,Somewhat confident,Yes,Yes,Lean Republican,Conservative,Somewhat important,29nov2016 16:11:36,29nov2016 16:29:17
33759,Hillary Clinton,90,58,88,88,53,91,3,90,75,66,6,98,81,42,3,Not at all confident,Yes,Yes,Strong Democrat,Very liberal,Not at all important,29nov2016 15:30:41,29nov2016 15:45:01
93644,Hillary Clinton,50,50,50,50,50,51,50,75,75,50,25,50,75,75,0,Not too confident,Yes,Yes,Strong Democrat,Liberal,Not too important,07dec2016 13:45:41,07dec2016 14:09:58
47408,Hillary Clinton,97,99,100,94,93,99,12,81,66,35,2,100,88,94,NA,Not too confident,No,Yes,Lean Democrat,Moderate,Not at all important,29nov2016 15:33:32,29nov2016 15:45:01
3458,Hillary Clinton,70,70,70,70,65,70,70,76,70,75,40,85,50,90,2,Not too confident,Yes,No,Lean Democrat,Moderate,Not at all important,29nov2016 16:01:35,29nov2016 16:23:11
23060,Donald Trump,50,50,50,50,0,50,99,0,50,0,50,50,25,100,50,Very confident,No,No,Independent,Conservative,Very important,30nov2016 02:54:12,30nov2016 03:19:04
11375,Hillary Clinton,64,58,88,89,50,97,52,97,66,77,9,94,88,65,0,Somewhat confident,No,Yes,Strong Democrat,Moderate,Not at all important,01dec2016 17:58:03,01dec2016 18:11:25
28443,Donald Trump,NA,100,52,57,11,55,100,12,53,10,50,53,4,100,51,Not too confident,NA,Yes,Not very strong Republican,Conservative,Very important,29nov2016 19:58:43,29nov2016 20:21:37
51360,Hillary Clinton,69,71,59,61,61,59,70,71,61,56,31,50,60,71,2,Very confident,Yes,Yes,Strong Democrat,Moderate,Very important,30nov2016 10:58:11,30nov2016 11:28:54
33143,Hillary Clinton,70,71,70,70,40,70,31,61,75,40,41,55,31,79,6,Somewhat confident,Yes,No,Lean Democrat,Moderate,Not at all important,18dec2016 19:48:33,18dec2016 20:11:02
27705,Hillary Clinton,49,51,50,91,51,51,22,51,74,20,31,50,51,90,NA,Very confident,No,No,Lean Democrat,Moderate,Not at all important,29nov2016 15:58:15,29nov2016 16:10:07
14564,Donald Trump,58,57,57,57,39,78,80,9,NA,5,40,8,5,91,56,Somewhat confident,Yes,No,Strong Republican,Conservative,Very important,29nov2016 17:48:23,29nov2016 18:12:22
17402,Donald Trump,57,88,62,54,3,92,77,3,18,1,16,49,17,96,1,Very confident,Yes,Yes,Strong Republican,Conservative,Somewhat important,13dec2016 08:01:20,13dec2016 08:30:13
10037,Hillary Clinton,94,50,94,94,94,94,65,89,94,100,44,94,85,59,0,Very confident,Yes,No,Lean Democrat,Very liberal,Somewhat important,30nov2016 07:11:59,30nov2016 08:06:09
13208,Hillary Clinton,100,25,100,52,50,56,1,50,50,50,0,100,100,100,0,Not at all confident,Yes,Yes,Strong Democrat,Liberal,Very important,29nov2016 16:54:49,29nov2016 18:39:37
2481,Other,67,62,100,78,NA,97,99,NA,74,NA,60,47,13,77,25,Very confident,Yes,Yes,Strong Republican,Very conservative,Very important,29nov2016 16:41:18,29nov2016 17:57:53
22315,Hillary Clinton,95,50,92,93,96,92,4,98,96,90,25,100,97,76,NA,Very confident,No,No,Strong Democrat,Liberal,Not at all important,29nov2016 15:29:57,29nov2016 16:09:26
46237,Donald Trump,61,89,70,99,21,95,99,1,76,3,21,51,50,51,99,Somewhat confident,No,No,Lean Republican,Conservative,Very important,30nov2016 21:07:56,30nov2016 21:31:04
46222,Donald Trump,100,100,25,99,2,100,100,2,11,NA,2,50,1,100,11,Very confident,Yes,No,Independent,Moderate,Very important,21dec2016 12:48:56,21dec2016 13:16:00
95135,Hillary Clinton,91,NA,87,92,72,92,NA,66,92,NA,NA,71,95,NA,5,Very confident,No,No,Strong Democrat,Moderate,Very important,30nov2016 00:39:30,30nov2016 01:07:29
4092,Donald Trump,48,89,19,50,4,48,2,59,28,28,33,53,30,75,3,Very confident,Yes,No,Not very strong Republican,Moderate,Not at all important,06dec2016 16:06:55,06dec2016 16:26:31
89122,Donald Trump,69,96,52,100,29,100,100,29,40,0,49,90,79,100,20,Somewhat confident,Yes,No,Not very strong Republican,Moderate,Somewhat important,02dec2016 15:05:38,02dec2016 15:32:39
85635,Hillary Clinton,75,75,75,75,75,75,65,75,75,75,25,75,75,80,0,Not too confident,Yes,Yes,Lean Democrat,Liberal,Very important,09dec2016 12:51:08,09dec2016 13:16:07
21045,Hillary Clinton,70,70,70,70,70,70,70,90,70,65,19,70,70,70,5,Very confident,Yes,No,Lean Democrat,Moderate,Somewhat important,09dec2016 14:25:24,09dec2016 14:51:42
97520,Hillary Clinton,81,84,88,81,81,77,41,100,79,100,30,89,80,80,0,Not too confident,Yes,Yes,Strong Democrat,Very liberal,Not too important,08dec2016 08:32:37,08dec2016 10:18:10
35121,Jill Stein,77,52,69,78,66,69,20,80,81,78,16,99,90,29,1,Not at all confident,No,No,Not very strong Democrat,Very liberal,Somewhat important,08dec2016 05:30:45,08dec2016 05:53:30
94577,Hillary Clinton,98,33,NA,79,77,80,NA,NA,73,89,6,89,65,19,1,Not at all confident,Yes,No,Strong Democrat,Very liberal,Not too important,12dec2016 14:06:36,12dec2016 14:32:05
33472,Hillary Clinton,100,100,100,100,100,100,100,100,100,100,63,100,99,100,2,Not at all confident,No,Yes,Strong Democrat,Moderate,Very important,12dec2016 13:13:27,12dec2016 13:32:51
26743,Hillary Clinton,75,51,63,78,75,67,54,53,66,52,19,64,61,28,NA,Somewhat confident,Yes,No,Lean Democrat,Liberal,Not at all important,06dec2016 10:16:14,06dec2016 16:33:55
1040,Donald Trump,72,84,71,75,25,77,94,78,29,50,53,65,39,93,52,Not too confident,No,Yes,Lean Democrat,Moderate,Somewhat important,14dec2016 18:17:30,14dec2016 18:43:51
56256,Evan McMullin,50,50,56,50,50,50,75,30,75,40,30,40,21,90,30,Somewhat confident,No,No,Independent,Moderate,Very important,10dec2016 19:02:59,10dec2016 19:24:22
85541,Donald Trump,78,100,80,93,0,80,100,43,51,0,50,3,32,100,76,Somewhat confident,Yes,Yes,Lean Republican,Very conservative,Very important,09dec2016 12:14:26,09dec2016 15:45:09
19808,Hillary Clinton,50,11,50,51,51,51,4,50,50,51,29,50,98,50,0,Not too confident,No,No,Strong Democrat,Moderate,Not at all important,18dec2016 14:09:35,18dec2016 14:26:42
84501,Hillary Clinton,88,69,87,79,85,89,28,99,84,93,7,96,94,62,0,Not at all confident,Yes,Yes,Lean Democrat,Liberal,Not too important,09dec2016 18:14:53,09dec2016 18:37:20
21044,Donald Trump,41,50,45,50,1,50,50,0,41,1,17,11,0,91,NA,Somewhat confident,Yes,No,Strong Republican,Very conservative,Somewhat important,11dec2016 10:50:23,11dec2016 11:03:47
85745,Hillary Clinton,90,76,80,81,81,90,50,80,81,81,5,91,60,75,NA,Not too confident,Yes,No,Independent,Liberal,Not too important,09dec2016 22:23:09,09dec2016 22:56:08
54665,Hillary Clinton,64,51,56,51,54,55,56,57,60,69,2,65,57,27,1,Not too confident,Yes,NA,Lean Democrat,Moderate,Somewhat important,15dec2016 16:58:29,15dec2016 17:19:07
38834,Hillary Clinton,51,99,30,88,33,82,99,94,34,14,29,90,82,97,54,Somewhat confident,No,Yes,Strong Democrat,Liberal,Very important,12dec2016 16:10:45,12dec2016 16:31:15
34684,Hillary Clinton,NA,49,77,54,56,98,68,85,86,72,NA,94,76,63,0,Not too confident,Yes,No,Strong Democrat,Moderate,Very important,07dec2016 19:36:32,07dec2016 20:25:21
48187,Donald Trump,NA,100,100,80,NA,100,100,NA,60,NA,NA,NA,NA,100,NA,Very confident,No,No,Strong Republican,Very conservative,Very important,09dec2016 21:05:31,09dec2016 21:28:19
7850,Donald Trump,66,89,95,51,50,88,91,5,65,NA,31,100,32,74,10,Very confident,Yes,No,Lean Republican,Moderate,Somewhat important,14dec2016 08:29:48,14dec2016 09:15:11
37601,Donald Trump,45,75,75,50,5,50,75,75,40,10,50,50,25,75,25,Somewhat confident,Yes,Yes,Independent,Moderate,Not too important,04dec2016 16:18:43,04dec2016 16:48:37
30319,Gary Johnson,52,64,47,63,38,84,24,27,56,0,51,62,3,44,1,Somewhat confident,Yes,No,Lean Republican,Moderate,Not at all important,01dec2016 17:59:37,02dec2016 10:54:57
54611,Other,36,49,49,47,27,65,63,6,31,30,59,14,10,90,NA,Very confident,No,No,Lean Republican,Conservative,Very important,04dec2016 05:40:40,04dec2016 06:02:12
6830,Hillary Clinton,80,51,80,82,54,66,26,90,80,60,NA,96,70,31,0,Not at all confident,No,No,Independent,Liberal,Not at all important,08dec2016 05:40:01,08dec2016 05:58:26
84040,Gary Johnson,100,100,100,100,100,100,100,75,83,34,44,98,47,100,28,Somewhat confident,Yes,Yes,Lean Republican,Conservative,Very important,02dec2016 14:28:21,02dec2016 14:52:16
91343,Hillary Clinton,100,99,100,100,100,100,42,88,98,93,8,100,73,100,0,Somewhat confident,Yes,Yes,Independent,Moderate,Not at all important,06dec2016 17:43:43,06dec2016 18:02:36
68022,Hillary Clinton,30,80,100,80,100,100,50,100,100,1,1,95,99,90,1,Not at all confident,Yes,Yes,Strong Democrat,Liberal,Very important,09dec2016 15:05:29,09dec2016 17:00:37
77062,Hillary Clinton,84,48,39,75,81,70,52,52,98,51,2,76,70,3,1,Not too confident,No,No,Strong Democrat,Liberal,Somewhat important,08dec2016 01:35:35,08dec2016 01:57:46
33431,Donald Trump,80,100,90,100,3,100,100,0,75,0,100,50,1,100,100,Very confident,Yes,No,Strong Republican,Conservative,Somewhat important,03dec2016 20:54:48,03dec2016 22:07:15
98146,Donald Trump,99,100,99,100,24,99,100,33,NA,8,72,55,16,90,14,Somewhat confident,No,Yes,Strong Republican,Conservative,Very important,09dec2016 23:16:18,09dec2016 23:51:45
36571,Hillary Clinton,96,97,99,100,96,97,93,100,100,90,7,100,100,80,3,Very confident,Yes,Yes,Lean Democrat,Moderate,Not too important,10dec2016 04:32:55,10dec2016 04:53:10
18104,Hillary Clinton,71,90,81,51,61,47,9,50,68,76,2,100,99,50,1,Not too confident,No,No,Strong Democrat,Moderate,Not at all important,03dec2016 18:12:27,03dec2016 18:32:22
77096,Gary Johnson,98,97,97,97,97,98,99,36,97,1,97,97,13,95,6,Very confident,No,No,Lean Republican,Moderate,Somewhat important,07dec2016 08:09:58,07dec2016 11:12:53
46173,Hillary Clinton,75,75,75,75,60,75,75,60,75,30,25,75,65,80,0,Very confident,No,No,Not very strong Democrat,Moderate,Not at all important,10dec2016 18:04:14,10dec2016 18:33:39
13903,Hillary Clinton,51,50,50,50,66,70,70,61,61,40,21,50,40,46,0,Very confident,Yes,No,Lean Democrat,Liberal,Very important,02dec2016 14:45:09,02dec2016 15:21:45
15101,Donald Trump,60,NA,75,70,42,90,100,1,50,1,50,13,45,100,9,Somewhat confident,Yes,Yes,Not very strong Republican,Conservative,Very important,09dec2016 14:02:57,09dec2016 14:23:10
39350,Hillary Clinton,63,75,74,72,76,99,78,50,74,25,5,74,99,100,8,Somewhat confident,No,Yes,Not very strong Democrat,Moderate,Somewhat important,09dec2016 12:02:02,09dec2016 12:28:36
97217,Hillary Clinton,97,89,93,90,97,98,89,100,98,87,17,100,81,85,0,Somewhat confident,Yes,No,Strong Democrat,Liberal,Somewhat important,10dec2016 03:43:31,10dec2016 04:00:42
12302,Hillary Clinton,91,90,100,94,72,99,27,59,95,67,NA,100,50,81,NA,Not too confident,Yes,No,Lean Democrat,Moderate,Not at all important,04dec2016 14:43:10,04dec2016 15:17:22
28403,Donald Trump,89,91,94,96,31,99,99,34,75,1,69,79,21,100,17,Somewhat confident,No,Yes,Strong Republican,Very conservative,Somewhat important,09dec2016 15:47:43,09dec2016 17:37:07
21769,Donald Trump,79,75,76,78,52,77,75,28,53,6,52,78,11,74,53,Very confident,No,Yes,Strong Republican,Conservative,Very important,09dec2016 13:56:03,09dec2016 14:23:02
6776,Hillary Clinton,76,76,78,51,52,52,57,51,51,51,15,52,87,79,15,Very confident,Yes,No,Lean Democrat,Moderate,Somewhat important,08dec2016 04:43:58,08dec2016 05:06:01
8008,Donald Trump,50,93,NA,50,NA,90,99,NA,28,NA,24,47,29,95,53,Very confident,No,No,Strong Republican,Conservative,Somewhat important,05dec2016 07:47:51,05dec2016 08:03:45
55337,Donald Trump,54,52,48,56,NA,100,100,NA,100,NA,100,50,NA,100,55,Somewhat confident,Yes,Yes,Lean Republican,Very conservative,Very important,22dec2016 07:21:22,22dec2016 07:45:30
45242,Donald Trump,100,100,100,100,86,100,100,31,100,2,78,100,19,89,31,Somewhat confident,Yes,No,Not very strong Republican,Very conservative,Very important,21dec2016 13:57:50,21dec2016 14:10:19
60585,Hillary Clinton,100,86,100,99,100,100,2,69,91,79,2,100,52,90,1,Very confident,No,Yes,Strong Democrat,Very liberal,Not at all important,08dec2016 06:35:05,08dec2016 06:57:20
64668,Donald Trump,79,95,90,90,21,90,95,31,90,22,85,90,20,93,50,Very confident,Yes,No,Not very strong Republican,Conservative,Very important,02dec2016 16:41:35,02dec2016 17:06:39
